ordinal	jar	distribution_path	original_sha256	pom_relation	recovered_source_namespaces	stage1_disposition	candidate_artifact	candidate_sha256	later_scope	decision_reason
245	aws-java-sdk-migrationhubconfig-1.12.564.jar	lib/aws-java-sdk-migrationhubconfig-1.12.564.jar	78fb32cc7fb41eaa80dab684a6a4f5a86c6e5f73dfe6156808ee0f7cd8cc360c	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-migrationhubconfig-1.12.564.jar	78fb32cc7fb41eaa80dab684a6a4f5a86c6e5f73dfe6156808ee0f7cd8cc360c	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
246	aws-java-sdk-migrationhuborchestrator-1.12.564.jar	lib/aws-java-sdk-migrationhuborchestrator-1.12.564.jar	e805870098ada57287529f675266ec85fb94762da8c8893842e21b7bdfea3d65	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-migrationhuborchestrator-1.12.564.jar	e805870098ada57287529f675266ec85fb94762da8c8893842e21b7bdfea3d65	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
247	aws-java-sdk-migrationhubrefactorspaces-1.12.564.jar	lib/aws-java-sdk-migrationhubrefactorspaces-1.12.564.jar	be49bc9619146d0b56c4ffed56550f1fc4952134c1c57e64db6b5fcb86ac8ed2	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-migrationhubrefactorspaces-1.12.564.jar	be49bc9619146d0b56c4ffed56550f1fc4952134c1c57e64db6b5fcb86ac8ed2	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
248	aws-java-sdk-migrationhubstrategyrecommendations-1.12.564.jar	lib/aws-java-sdk-migrationhubstrategyrecommendations-1.12.564.jar	3be8943dd07009e1cc66d1d933b121dbae12d981e98dad180637535490e17c4c	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-migrationhubstrategyrecommendations-1.12.564.jar	3be8943dd07009e1cc66d1d933b121dbae12d981e98dad180637535490e17c4c	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
249	aws-java-sdk-mobile-1.12.564.jar	lib/aws-java-sdk-mobile-1.12.564.jar	fb0e6ef71e0857dc2eed2abf7c8f6f41ced73baa5689ea3ff64e731320c4b2e8	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-mobile-1.12.564.jar	fb0e6ef71e0857dc2eed2abf7c8f6f41ced73baa5689ea3ff64e731320c4b2e8	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
250	aws-java-sdk-models-1.12.564.jar	lib/aws-java-sdk-models-1.12.564.jar	4ad5d1b10a777daf2441d4c9885e991138fbc57a4641d3e4919de720e183c861	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-models-1.12.564.jar	4ad5d1b10a777daf2441d4c9885e991138fbc57a4641d3e4919de720e183c861	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
251	aws-java-sdk-mq-1.12.564.jar	lib/aws-java-sdk-mq-1.12.564.jar	557d111a3678fe8a8712b26add9366599d6fb816ef4fbe53b6311aefb815fee6	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-mq-1.12.564.jar	557d111a3678fe8a8712b26add9366599d6fb816ef4fbe53b6311aefb815fee6	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
252	aws-java-sdk-mwaa-1.12.564.jar	lib/aws-java-sdk-mwaa-1.12.564.jar	d1d38f2fa7eecb327734b25b3cce079951e55bd64d6c37071c0b6757187516ef	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-mwaa-1.12.564.jar	d1d38f2fa7eecb327734b25b3cce079951e55bd64d6c37071c0b6757187516ef	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
253	aws-java-sdk-neptune-1.12.564.jar	lib/aws-java-sdk-neptune-1.12.564.jar	a81004ddbece0812603cece96b5a31421ed5f8452e87fd6e54c8758cbb38a728	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-neptune-1.12.564.jar	a81004ddbece0812603cece96b5a31421ed5f8452e87fd6e54c8758cbb38a728	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
254	aws-java-sdk-neptunedata-1.12.564.jar	lib/aws-java-sdk-neptunedata-1.12.564.jar	1fb1a200c77881521a837b68e5fdf7d5759a620c304b5dc6f6727746e0e095f5	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-neptunedata-1.12.564.jar	1fb1a200c77881521a837b68e5fdf7d5759a620c304b5dc6f6727746e0e095f5	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
255	aws-java-sdk-networkfirewall-1.12.564.jar	lib/aws-java-sdk-networkfirewall-1.12.564.jar	2d7b4250a8f00f4cdf8d0a6634090e5355d8f3b389031d5659189ca22c69c58b	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-networkfirewall-1.12.564.jar	2d7b4250a8f00f4cdf8d0a6634090e5355d8f3b389031d5659189ca22c69c58b	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
256	aws-java-sdk-networkmanager-1.12.564.jar	lib/aws-java-sdk-networkmanager-1.12.564.jar	4282e21bdea80fea7654dcf9fa6e904d875b9d24e1d1fa62e958b68282fc2e59	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-networkmanager-1.12.564.jar	4282e21bdea80fea7654dcf9fa6e904d875b9d24e1d1fa62e958b68282fc2e59	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
257	aws-java-sdk-nimblestudio-1.12.564.jar	lib/aws-java-sdk-nimblestudio-1.12.564.jar	7c20978f6506c31307a3a2a2e1327f510eeda8591ea510041a37c43dd9608221	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-nimblestudio-1.12.564.jar	7c20978f6506c31307a3a2a2e1327f510eeda8591ea510041a37c43dd9608221	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
258	aws-java-sdk-oam-1.12.564.jar	lib/aws-java-sdk-oam-1.12.564.jar	dcf8be77bcfba37f2f7820895b8f1230c50e2646c4d2f02f8007d26ea095946f	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-oam-1.12.564.jar	dcf8be77bcfba37f2f7820895b8f1230c50e2646c4d2f02f8007d26ea095946f	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
259	aws-java-sdk-omics-1.12.564.jar	lib/aws-java-sdk-omics-1.12.564.jar	acb86c130e3aa0624a7b0522b60d6efa3ce65b65ff1f254dcd77e7c555efae28	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-omics-1.12.564.jar	acb86c130e3aa0624a7b0522b60d6efa3ce65b65ff1f254dcd77e7c555efae28	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
260	aws-java-sdk-opensearch-1.12.564.jar	lib/aws-java-sdk-opensearch-1.12.564.jar	9fab27c1d8e2979b6fa8a9e9d7e7f1f43fe547e962e35fd43a3da5efeb053d6b	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-opensearch-1.12.564.jar	9fab27c1d8e2979b6fa8a9e9d7e7f1f43fe547e962e35fd43a3da5efeb053d6b	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
261	aws-java-sdk-opensearchserverless-1.12.564.jar	lib/aws-java-sdk-opensearchserverless-1.12.564.jar	5e2f700bddd5b691dc68006a8089a89b3e10c7874d02930a74670a59f9c86c03	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-opensearchserverless-1.12.564.jar	5e2f700bddd5b691dc68006a8089a89b3e10c7874d02930a74670a59f9c86c03	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
262	aws-java-sdk-opsworks-1.12.564.jar	lib/aws-java-sdk-opsworks-1.12.564.jar	49295d5ff337d698cf58cd91718e7985461e2be93c3e1d919ce34f7b49b1abe0	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-opsworks-1.12.564.jar	49295d5ff337d698cf58cd91718e7985461e2be93c3e1d919ce34f7b49b1abe0	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
263	aws-java-sdk-opsworkscm-1.12.564.jar	lib/aws-java-sdk-opsworkscm-1.12.564.jar	097cdff2aec274b01f1669f3082f3d16e275760a989ce56dd5b499014f663f4a	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-opsworkscm-1.12.564.jar	097cdff2aec274b01f1669f3082f3d16e275760a989ce56dd5b499014f663f4a	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
264	aws-java-sdk-organizations-1.12.564.jar	lib/aws-java-sdk-organizations-1.12.564.jar	5346ce1a8196e2fb6a9cceeee4c3ca87a9881e4d798b8f146c90560f220b92d8	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-organizations-1.12.564.jar	5346ce1a8196e2fb6a9cceeee4c3ca87a9881e4d798b8f146c90560f220b92d8	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
265	aws-java-sdk-osis-1.12.564.jar	lib/aws-java-sdk-osis-1.12.564.jar	7250c178248339d88d4d3fea445b874ee13428d5c4e1d16556f95eb63e2da403	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-osis-1.12.564.jar	7250c178248339d88d4d3fea445b874ee13428d5c4e1d16556f95eb63e2da403	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
266	aws-java-sdk-outposts-1.12.564.jar	lib/aws-java-sdk-outposts-1.12.564.jar	03271b3fe9e0ab3097401d74f3e4f26d908820d566b6dc4ab8ff38f371bd621e	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-outposts-1.12.564.jar	03271b3fe9e0ab3097401d74f3e4f26d908820d566b6dc4ab8ff38f371bd621e	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
267	aws-java-sdk-panorama-1.12.564.jar	lib/aws-java-sdk-panorama-1.12.564.jar	c061c3b81c3b75503a42f73231ca030dfb5f3fbea65f40a3f45918f1c1d7b9b8	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-panorama-1.12.564.jar	c061c3b81c3b75503a42f73231ca030dfb5f3fbea65f40a3f45918f1c1d7b9b8	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
268	aws-java-sdk-paymentcryptography-1.12.564.jar	lib/aws-java-sdk-paymentcryptography-1.12.564.jar	8b5dbf204adc22edf8f3c51bb8500e49d4f79a155f997c6f34525d22273d254c	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-paymentcryptography-1.12.564.jar	8b5dbf204adc22edf8f3c51bb8500e49d4f79a155f997c6f34525d22273d254c	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
269	aws-java-sdk-paymentcryptographydata-1.12.564.jar	lib/aws-java-sdk-paymentcryptographydata-1.12.564.jar	e76e8f27cd5031c51ef06aefd8ebd6d9fef03b0e6b8a2e9f7d06c395a24c7a57	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-paymentcryptographydata-1.12.564.jar	e76e8f27cd5031c51ef06aefd8ebd6d9fef03b0e6b8a2e9f7d06c395a24c7a57	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
270	aws-java-sdk-pcaconnectorad-1.12.564.jar	lib/aws-java-sdk-pcaconnectorad-1.12.564.jar	282cb0e782b35b3d5a4109d157bc77327acd8e334e52fbcda6218168f83b6216	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-pcaconnectorad-1.12.564.jar	282cb0e782b35b3d5a4109d157bc77327acd8e334e52fbcda6218168f83b6216	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
271	aws-java-sdk-personalize-1.12.564.jar	lib/aws-java-sdk-personalize-1.12.564.jar	e1f177b7fcfa7850d0df62eec3991a3c900fd7fbb4d54de9aa5c678d15399bc1	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-personalize-1.12.564.jar	e1f177b7fcfa7850d0df62eec3991a3c900fd7fbb4d54de9aa5c678d15399bc1	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
272	aws-java-sdk-personalizeevents-1.12.564.jar	lib/aws-java-sdk-personalizeevents-1.12.564.jar	868ddcdb47fd5f5cb57593a3c48d449e188bdb94d63ff7613a4bb0beeb6f7222	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-personalizeevents-1.12.564.jar	868ddcdb47fd5f5cb57593a3c48d449e188bdb94d63ff7613a4bb0beeb6f7222	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
273	aws-java-sdk-personalizeruntime-1.12.564.jar	lib/aws-java-sdk-personalizeruntime-1.12.564.jar	eda953eaf467c4bf4591667fe1e3d90a9ab3b584db8abf018906d535bf90b2f6	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-personalizeruntime-1.12.564.jar	eda953eaf467c4bf4591667fe1e3d90a9ab3b584db8abf018906d535bf90b2f6	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
274	aws-java-sdk-pi-1.12.564.jar	lib/aws-java-sdk-pi-1.12.564.jar	ba99cc1c421212db0f79e369ed1e9e4b7129c86b69ee68db486e74e6592e6493	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-pi-1.12.564.jar	ba99cc1c421212db0f79e369ed1e9e4b7129c86b69ee68db486e74e6592e6493	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
275	aws-java-sdk-pinpoint-1.12.564.jar	lib/aws-java-sdk-pinpoint-1.12.564.jar	580870b3f986bea80988ebf4989236a603bf9dd79b1ed5afdee9884b7d003215	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-pinpoint-1.12.564.jar	580870b3f986bea80988ebf4989236a603bf9dd79b1ed5afdee9884b7d003215	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
276	aws-java-sdk-pinpointemail-1.12.564.jar	lib/aws-java-sdk-pinpointemail-1.12.564.jar	139351fcc0228c676f4e78e0f5b69a59ebcc38e89095317a851e2a58ee858594	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-pinpointemail-1.12.564.jar	139351fcc0228c676f4e78e0f5b69a59ebcc38e89095317a851e2a58ee858594	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
277	aws-java-sdk-pinpointsmsvoice-1.12.564.jar	lib/aws-java-sdk-pinpointsmsvoice-1.12.564.jar	6a55e811fd646df9c758d086ff29d6ae26d696ff057e8ffa6a1f88c78cc24f82	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-pinpointsmsvoice-1.12.564.jar	6a55e811fd646df9c758d086ff29d6ae26d696ff057e8ffa6a1f88c78cc24f82	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
278	aws-java-sdk-pinpointsmsvoicev2-1.12.564.jar	lib/aws-java-sdk-pinpointsmsvoicev2-1.12.564.jar	87acf0d84bb845b564a0fffd3e7e779cfa1325435661c654c9fccac2c0832796	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-pinpointsmsvoicev2-1.12.564.jar	87acf0d84bb845b564a0fffd3e7e779cfa1325435661c654c9fccac2c0832796	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
279	aws-java-sdk-pipes-1.12.564.jar	lib/aws-java-sdk-pipes-1.12.564.jar	3b19db77d717f55336c71253102f10b69a004458902c4b57705e6ce74531fea5	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-pipes-1.12.564.jar	3b19db77d717f55336c71253102f10b69a004458902c4b57705e6ce74531fea5	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
280	aws-java-sdk-polly-1.12.564.jar	lib/aws-java-sdk-polly-1.12.564.jar	405bc318948aea0448c38654cee53899dac3f1f2980f3a2fe0771eb88cef5703	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-polly-1.12.564.jar	405bc318948aea0448c38654cee53899dac3f1f2980f3a2fe0771eb88cef5703	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
281	aws-java-sdk-pricing-1.12.564.jar	lib/aws-java-sdk-pricing-1.12.564.jar	9b4611f57cf7fb99d006263b2bc459bcc469031487cd4c17edb4c2266cbbc7c4	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-pricing-1.12.564.jar	9b4611f57cf7fb99d006263b2bc459bcc469031487cd4c17edb4c2266cbbc7c4	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
282	aws-java-sdk-private5g-1.12.564.jar	lib/aws-java-sdk-private5g-1.12.564.jar	72a2fda2461e3303e3fe310714ddb6c94dc19e343e5df06922c0bb279e6cd10d	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-private5g-1.12.564.jar	72a2fda2461e3303e3fe310714ddb6c94dc19e343e5df06922c0bb279e6cd10d	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
283	aws-java-sdk-prometheus-1.12.564.jar	lib/aws-java-sdk-prometheus-1.12.564.jar	cad2dac2dce9004b19ea822d62896dec7fe2e5f986bbce65a6ffaf8f93d2dabf	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-prometheus-1.12.564.jar	cad2dac2dce9004b19ea822d62896dec7fe2e5f986bbce65a6ffaf8f93d2dabf	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
284	aws-java-sdk-proton-1.12.564.jar	lib/aws-java-sdk-proton-1.12.564.jar	014ceb097ea6b44d53ebcc66afbc3e023c2da9ffa9620b5fbbde67bed5d49595	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-proton-1.12.564.jar	014ceb097ea6b44d53ebcc66afbc3e023c2da9ffa9620b5fbbde67bed5d49595	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
285	aws-java-sdk-qldb-1.12.564.jar	lib/aws-java-sdk-qldb-1.12.564.jar	3e7cf2d31902369f43228cec2d827f877f5ddc459f545635751851b766c5bc14	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-qldb-1.12.564.jar	3e7cf2d31902369f43228cec2d827f877f5ddc459f545635751851b766c5bc14	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
286	aws-java-sdk-qldbsession-1.12.564.jar	lib/aws-java-sdk-qldbsession-1.12.564.jar	79f573cb58b47e2df8ef1e75bd44b7c43f3742d8f0ba795602445d2d80e68795	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-qldbsession-1.12.564.jar	79f573cb58b47e2df8ef1e75bd44b7c43f3742d8f0ba795602445d2d80e68795	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
287	aws-java-sdk-quicksight-1.12.564.jar	lib/aws-java-sdk-quicksight-1.12.564.jar	b01836280e212688f7f160b803cf82f633b43bc3008cb6e286cba2d4e225f4da	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-quicksight-1.12.564.jar	b01836280e212688f7f160b803cf82f633b43bc3008cb6e286cba2d4e225f4da	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
288	aws-java-sdk-ram-1.12.564.jar	lib/aws-java-sdk-ram-1.12.564.jar	5e423f3b029191bd8550af82477873a6ef29e5578949214bb01aab0b022868a8	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-ram-1.12.564.jar	5e423f3b029191bd8550af82477873a6ef29e5578949214bb01aab0b022868a8	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
289	aws-java-sdk-rds-1.12.564.jar	lib/aws-java-sdk-rds-1.12.564.jar	c97ecec71b981ac4459cc22c868f102432e94bfbd9a80af4c294e5d8422c0884	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-rds-1.12.564.jar	c97ecec71b981ac4459cc22c868f102432e94bfbd9a80af4c294e5d8422c0884	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
290	aws-java-sdk-rdsdata-1.12.564.jar	lib/aws-java-sdk-rdsdata-1.12.564.jar	caa0e9949f06fb47be9c09ef68dc4e5dd05b48965c9ac5eefba07c992adb4677	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-rdsdata-1.12.564.jar	caa0e9949f06fb47be9c09ef68dc4e5dd05b48965c9ac5eefba07c992adb4677	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
291	aws-java-sdk-recyclebin-1.12.564.jar	lib/aws-java-sdk-recyclebin-1.12.564.jar	b1e686ad7e86df527b20e8c2b3b11b63963dfa7ca6a5f5d2711266eb4e7865f3	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-recyclebin-1.12.564.jar	b1e686ad7e86df527b20e8c2b3b11b63963dfa7ca6a5f5d2711266eb4e7865f3	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
292	aws-java-sdk-redshift-1.12.564.jar	lib/aws-java-sdk-redshift-1.12.564.jar	db2743734eb7f48ba97aff97a935e8a8d347251cdab60066627646a22a84ccb3	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-redshift-1.12.564.jar	db2743734eb7f48ba97aff97a935e8a8d347251cdab60066627646a22a84ccb3	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
293	aws-java-sdk-redshiftdataapi-1.12.564.jar	lib/aws-java-sdk-redshiftdataapi-1.12.564.jar	581c68e0e35d981793d5a512b3c5465e38253daad8ab5b127b96c0f942cadc00	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-redshiftdataapi-1.12.564.jar	581c68e0e35d981793d5a512b3c5465e38253daad8ab5b127b96c0f942cadc00	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
294	aws-java-sdk-redshiftserverless-1.12.564.jar	lib/aws-java-sdk-redshiftserverless-1.12.564.jar	d1da395c9e63d7fb8732826e98074f529f4e62f1f6edea36ac85981f0dec8c80	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-redshiftserverless-1.12.564.jar	d1da395c9e63d7fb8732826e98074f529f4e62f1f6edea36ac85981f0dec8c80	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
295	aws-java-sdk-rekognition-1.12.564.jar	lib/aws-java-sdk-rekognition-1.12.564.jar	000119b590368a71775e25d610222cf293cfc061d5dc6c973f45c5a6a87f2fd4	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-rekognition-1.12.564.jar	000119b590368a71775e25d610222cf293cfc061d5dc6c973f45c5a6a87f2fd4	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
296	aws-java-sdk-resiliencehub-1.12.564.jar	lib/aws-java-sdk-resiliencehub-1.12.564.jar	1669eb05ba69cfbfb0b45f8525da14a2967a9a528ff8eb8bc80250e977a3d601	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-resiliencehub-1.12.564.jar	1669eb05ba69cfbfb0b45f8525da14a2967a9a528ff8eb8bc80250e977a3d601	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
297	aws-java-sdk-resourceexplorer2-1.12.564.jar	lib/aws-java-sdk-resourceexplorer2-1.12.564.jar	c3c222079627f4ccd60345875aaabf03d2261f078e5f2f4f40ff7fde9b2d2037	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-resourceexplorer2-1.12.564.jar	c3c222079627f4ccd60345875aaabf03d2261f078e5f2f4f40ff7fde9b2d2037	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
298	aws-java-sdk-resourcegroups-1.12.564.jar	lib/aws-java-sdk-resourcegroups-1.12.564.jar	1cc80d552f33252b8f19f7ea6398c49d67c6b421d17fec0e0aedac3532e95e8e	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-resourcegroups-1.12.564.jar	1cc80d552f33252b8f19f7ea6398c49d67c6b421d17fec0e0aedac3532e95e8e	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
299	aws-java-sdk-resourcegroupstaggingapi-1.12.564.jar	lib/aws-java-sdk-resourcegroupstaggingapi-1.12.564.jar	81e64256ca0534167cb7320533a187393efa89e7c2fb573132b304a85355b0de	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-resourcegroupstaggingapi-1.12.564.jar	81e64256ca0534167cb7320533a187393efa89e7c2fb573132b304a85355b0de	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
